"","X.7","X.6","X.5","X.4","X.3","X.2","X.1","X","key","scientificName","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","individualCount","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","coordinatePrecision","stateProvince","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country","identifier","eventID","associatedReferences","datasetName","locality","county","collectionCode","gbifID","occurrenceID","recordedBy","catalogNumber","vernacularName","institutionCode","occurrenceRemarks","name","modified","dateIdentified","coordinateUncertaintyInMeters","references","rightsHolder","verbatimEventDate","verbatimLocality","taxonID","http...unknown.org.occurrenceDetails","rights","eventTime","identificationID","informationWithheld","infraspecificEpithet","elevation","elevationAccuracy","municipality","fieldNotes","sex","dynamicProperties","occurrenceStatus","locationID","behavior","locationAccordingTo","identifiedBy","continent","nomenclaturalCode","identificationVerificationStatus","language","type","samplingProtocol","datasetID","accessRights","taxonConceptID","endDayOfYear","startDayOfYear","higherClassification","lifeStage","originalNameUsage","habitat","footprintWKT","http...unknown.org.recordedByOrcid","institutionID","ownerInstitutionCode","depth","depthAccuracy","waterBody","nameAccordingTo","georeferenceSources","higherGeography","eventRemarks","reproductiveCondition","organismQuantity","georeferenceRemarks","organismQuantityType","acceptedNameUsageID","X.1f2c0cbe.40df.43f6.ba07.e76133e78c31.","preparations","georeferencedDate","georeferencedBy","georeferenceProtocol","georeferenceVerificationStatus","verbatimCoordinateSystem","otherCatalogNumbers","organismID","previousIdentifications","identificationQualifier","locationRemarks","establishmentMeans","dataGeneralizations","identificationRemarks","recordNumber","taxonRemarks","collectionID","disposition","bibliographicCitation"
"768",768,768,768,768,768,768,768,768,2027746750,"Sciurus vulgaris Linnaeus, 1758",69.413112,18.581487,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:15.868+0000","2019-03-25T09:28:44.511+0000",250,"none","HUMAN_OBSERVATION",2,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Troms",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:10:46.495+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1316729",NA,NA,NA,"Malangsrevyen 2619","Troms","fugl",2027746750,"miljolare:fugl:1316729","Alf-Inge Danielsen","1316729",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-28T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Balsfjord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769",769,769,769,769,769,769,769,769,2027748131,"Felis catus Linnaeus, 1758",60.262844,10.456753,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.526+0000","2019-03-25T09:28:46.455+0000",250,"none","HUMAN_OBSERVATION",1,2435035,1,44,359,732,9703,2435022,2435035,2435035,"Felis catus Linnaeus, 1758","Animalia","Chordata","Carnivora","Felidae","Felis","Felis catus","Felis","catus","SPECIES","ACCEPTED",0,"Oppland",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:07:47.726+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1365446",NA,NA,NA,"Presthagen","Oppland","fugl",2027748131,"miljolare:fugl:1365446","Jørgen Presthagen","1365446",NA,"miljolare",NA,"Felis catus Linnaeus, 1758","2019-02-02T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Jevnaker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770",770,770,770,770,770,770,770,770,2027752255,"Capreolus capreolus (Linnaeus, 1758)",59.960763,10.863381,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:12.464+0000","2019-03-25T09:28:52.475+0000",250,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Oslo",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:04:44.016+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1287593",NA,NA,NA,"Ammerud","Oslo","fugl",2027752255,"miljolare:fugl:1287593","Bodil H. Andersen","1287593",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-27T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Oslo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771",771,771,771,771,771,771,771,771,2027754850,"Microtus agrestis (Linnaeus, 1761)",59.798739,10.898752,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:15.322+0000","2019-03-25T09:28:56.625+0000",250,"none","HUMAN_OBSERVATION",1,2438616,1,44,359,1459,3240723,2438591,2438616,2438616,"Microtus agrestis (Linnaeus, 1761)","Animalia","Chordata","Rodentia","Cricetidae","Microtus","Microtus agrestis","Microtus","agrestis","SPECIES","ACCEPTED",0,"Akershus",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:06:39.822+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1287743",NA,NA,NA,"Siggerudbråten","Akershus","fugl",2027754850,"miljolare:fugl:1287743","Bente Bergsgard","1287743",NA,"miljolare",NA,"Microtus agrestis (Linnaeus, 1761)","2019-01-27T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772",772,772,772,772,772,772,772,772,2027765703,"Capreolus capreolus (Linnaeus, 1758)",58.039053,7.443658,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:33.400+0000","2019-03-25T09:29:18.623+0000",250,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Vest-Agder",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:10:55.919+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1333610",NA,NA,NA,"Fladen, Ulvegjelet (Anderåsen 1A)","Vest-Agder","fugl",2027765703,"miljolare:fugl:1333610","Ole Kr. Ruud, ole Kr. Ruud","1333610",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-28T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Mandal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773",773,773,773,773,773,773,773,773,2027765768,"Capreolus capreolus (Linnaeus, 1758)",63.387064,10.332145,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:33.462+0000","2019-03-25T09:29:18.714+0000",250,"none","HUMAN_OBSERVATION",1,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Sør-Trøndelag",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:09:31.855+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1333669",NA,NA,NA,"Stavset","Sør-Trøndelag","fugl",2027765768,"miljolare:fugl:1333669","Per Stene","1333669",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-28T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Trondheim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774",774,774,774,774,774,774,774,774,2027779827,"Sciurus vulgaris Linnaeus, 1758",60.523358,11.909797,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:37.617+0000","2019-03-25T09:29:47.506+0000",250,"none","HUMAN_OBSERVATION",4,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Hedmark",2019,1,28,"2019-01-28T00:00:00","2019-03-30T17:07:50.209+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1378743",NA,NA,NA,"Komperud","Hedmark","fugl",2027779827,"miljolare:fugl:1378743","May Helene Leikåsen","1378743",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-16T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Åsnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775",775,775,775,775,775,775,775,775,2027791861,"Capreolus capreolus (Linnaeus, 1758)",58.17614,8.032572,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.979+0000","2019-03-25T09:30:08.400+0000",250,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Vest-Agder",2019,1,28,"2019-01-28T00:00:00","2019-03-30T17:06:20.404+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1369161",NA,NA,NA,"Tjønneheia,Fagerholt","Vest-Agder","fugl",2027791861,"miljolare:fugl:1369161","Hans Kristian Arnesen","1369161",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-02-04T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Kristiansand",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776",776,776,776,776,776,776,776,776,2027793747,"Sciurus vulgaris Linnaeus, 1758",63.348496,10.281317,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.628+0000","2019-03-25T09:30:11.967+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Sør-Trøndelag",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:07:45.701+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1369233",NA,NA,NA,"Skjefstadmelen","Sør-Trøndelag","fugl",2027793747,"miljolare:fugl:1369233","margot fiske hokstad","1369233",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-12T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Trondheim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777",777,777,777,777,777,777,777,777,2027795000,"Capreolus capreolus (Linnaeus, 1758)",59.170904,11.144643,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.399+0000","2019-03-25T09:30:14.288+0000",250,"none","HUMAN_OBSERVATION",2,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Østfold",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:04:40.245+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1351895",NA,NA,NA,"Ullerøy","Østfold","fugl",2027795000,"miljolare:fugl:1351895","Jan Marberg","1351895",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-29T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Sarpsborg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778",778,778,778,778,778,778,778,778,2027797117,"Capreolus capreolus (Linnaeus, 1758)",59.848902,10.667862,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.568+0000","2019-03-25T09:30:17.683+0000",250,"none","HUMAN_OBSERVATION",3,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Akershus",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:05:31.106+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1352077",NA,NA,NA,"Nesoddtangen","Akershus","fugl",2027797117,"miljolare:fugl:1352077","Margaret Ellebye","1352077",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-29T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Nesodden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779",779,779,779,779,779,779,779,779,2027805872,"Sciurus vulgaris Linnaeus, 1758",63.521126,10.792667,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:34.747+0000","2019-03-25T09:30:31.120+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Nord-Trøndelag",2019,1,24,"2019-01-24T00:00:00","2019-03-30T17:07:02.267+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1352992",NA,NA,NA,"Alstadvegen 57","Nord-Trøndelag","fugl",2027805872,"miljolare:fugl:1352992","Astrid Woodhouse","1352992",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Stjørdal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780",780,780,780,780,780,780,780,780,2027808824,"Sciurus vulgaris Linnaeus, 1758",59.578592,11.171524,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:34.821+0000","2019-03-25T09:30:37.139+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Østfold",2019,1,26,"2019-01-26T00:00:00","2019-03-30T17:03:06.797+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1355952",NA,NA,NA,"bebygd område","Østfold","fugl",2027808824,"miljolare:fugl:1355952","Nanna Engeseth","1355952",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-02-01T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Askim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781",781,781,781,781,781,781,781,781,2027810429,"Capreolus capreolus (Linnaeus, 1758)",62.943846,7.869714,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:37.504+0000","2019-03-25T09:30:41.467+0000",250,"none","HUMAN_OBSERVATION",2,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Møre og Romsdal",2019,1,3,"2019-01-03T00:00:00","2019-03-30T17:08:08.490+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1370907",NA,NA,NA,"Orsetfeltet","Møre og Romsdal","fugl",2027810429,"miljolare:fugl:1370907","Kjell Følsvik","1370907",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-02-04T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Gjemnes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782",782,782,782,782,782,782,782,782,2027813595,"Sciurus vulgaris Linnaeus, 1758",59.963262,10.648967,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:27.566+0000","2019-03-25T09:30:50.171+0000",250,"none","HUMAN_OBSERVATION",1,8211070,1,44,359,1459,9456,2437489,8211070,8211070,"Sciurus vulgaris Linnaeus, 1758","Animalia","Chordata","Rodentia","Sciuridae","Sciurus","Sciurus vulgaris","Sciurus","vulgaris","SPECIES","ACCEPTED",0,"Oslo",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:04:16.426+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1353878",NA,NA,NA,"nils collett vogts vei 9","Oslo","fugl",2027813595,"miljolare:fugl:1353878","einar lystad","1353878",NA,"miljolare",NA,"Sciurus vulgaris Linnaeus, 1758","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Oslo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783",783,783,783,783,783,783,783,783,2027816706,"Capreolus capreolus (Linnaeus, 1758)",63.386818,10.372745,"cdround,gass84","492d63a8-4978-4bc7-acd8-7d0e3ac0e744","d3978a37-635a-4ae3-bb85-7b4d41bc0b88","none","7bdf9f6d-317a-45ec-8bb7-7ff61345d6a6","NO","DWC_ARCHIVE","2019-06-11T11:05:28.417+0000","2019-03-25T09:30:58.310+0000",250,"none","HUMAN_OBSERVATION",1,5220126,1,44,359,731,5298,2440927,5220126,5220126,"Capreolus capreolus (Linnaeus, 1758)","Animalia","Chordata","Artiodactyla","Cervidae","Capreolus","Capreolus capreolus","Capreolus","capreolus","SPECIES","ACCEPTED",0,"Sør-Trøndelag",2019,1,27,"2019-01-27T00:00:00","2019-03-30T17:06:22.933+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Mammalia","NO","Norway","miljolare:fugl:1357680",NA,NA,NA,"gammel-lina, selsbakk","Sør-Trøndelag","fugl",2027816706,"miljolare:fugl:1357680","kari balsvik","1357680",NA,"miljolare",NA,"Capreolus capreolus (Linnaeus, 1758)","2019-01-30T00:00:00.000+0000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Trondheim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
