"scientificName","decimalLatitude","decimalLongitude","genericName"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",20.023999,75.176227,"Semnopithecus"
"Herpestes auropunctatus (Hodgson, 1836)",28.612693,77.231587,"Herpestes"
"Canis lupus pallipes Sykes, 1831",22.053425,72.030014,"Canis"
"Herpestes edwardsi (É.Geoffroy Saint-Hilaire, 1818)",20.724649,70.940208,"Herpestes"
"Axis axis (Erxleben, 1777)",21.168085,70.637543,"Axis"
"Macaca mulatta (Zimmermann, 1780)",27.171138,78.040652,"Macaca"
"Muntiacus Rafinesque, 1815",18.453811,73.445508,"Muntiacus"
"Equus hemionus khur Lesson, 1827",23.395203,71.339722,"Equus"
"Antilope cervicapra (Linnaeus, 1758)",22.053425,72.030014,"Antilope"
"Boselaphus tragocamelus (Pallas, 1766)",23.395203,71.339722,"Boselaphus"
"Boselaphus tragocamelus (Pallas, 1766)",21.168085,70.637543,"Boselaphus"
"Gazella bennettii (Sykes, 1831)",27.022005,72.11398,"Gazella"
"Funambulus pennantii Wroughton, 1905",28.613552,77.242641,"Funambulus"
"Funambulus palmarum (Linnaeus, 1766)",21.490011,71.803619,"Funambulus"
"Sus scrofa Linnaeus, 1758",21.168085,70.637543,"Sus"
"Axis axis (Erxleben, 1777)",21.168085,70.637543,"Axis"
"Boselaphus tragocamelus (Pallas, 1766)",28.474414,77.340967,"Boselaphus"
"Funambulus pennantii Wroughton, 1905",24.591645,73.675975,"Funambulus"
"Sus scrofa Linnaeus, 1758",27.185835,77.507711,"Sus"
"Panthera tigris tigris",25.895048,76.555762,"Panthera"
"Gazella bennettii (Sykes, 1831)",25.975397,76.388873,"Gazella"
"Panthera uncia (Schreber, 1775)",33.568672,78.045016,"Panthera"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",13.659728,78.417162,"Macaca"
"Gazella bennettii (Sykes, 1831)",25.960195,76.391866,"Gazella"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",26.028393,76.391866,"Semnopithecus"
"Boselaphus tragocamelus (Pallas, 1766)",26.075089,76.349026,"Boselaphus"
"Axis axis (Erxleben, 1777)",25.957345,76.388422,"Axis"
"Boselaphus tragocamelus (Pallas, 1766)",25.969576,76.386126,"Boselaphus"
"Boselaphus tragocamelus (Pallas, 1766)",25.957146,76.390579,"Boselaphus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",26.029539,76.392789,"Semnopithecus"
"Boselaphus tragocamelus (Pallas, 1766)",27.165736,77.527256,"Boselaphus"
"Semnopithecus entellus (Dufresne, 1797)",23.026501,72.560982,"Semnopithecus"
"Herpestes edwardsi (É.Geoffroy Saint-Hilaire, 1818)",23.856443,73.010941,"Herpestes"
"Axis axis (Erxleben, 1777)",27.159269,77.5232,"Axis"
"Funambulus palmarum (Linnaeus, 1766)",23.026501,72.560982,"Funambulus"
"Semnopithecus entellus (Dufresne, 1797)",23.856443,73.010941,"Semnopithecus"
"Axis axis (Erxleben, 1777)",27.179118,77.509417,"Axis"
"Macaca mulatta (Zimmermann, 1780)",27.181918,77.515304,"Macaca"
"Boselaphus tragocamelus (Pallas, 1766)",27.185696,77.507531,"Boselaphus"
"Semnopithecus priam Blyth, 1844",13.634319,78.418019,"Semnopithecus"
"Boselaphus tragocamelus (Pallas, 1766)",27.185225,77.507872,"Boselaphus"
"Semnopithecus priam Blyth, 1844",13.73509,78.517652,"Semnopithecus"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",19.103622,72.849464,"Macaca"
"Macaca mulatta (Zimmermann, 1780)",27.192233,77.515255,"Macaca"
"Rattus rattus (Linnaeus, 1758)",23.026501,72.560982,"Rattus"
"Rusa unicolor (Kerr, 1792)",25.867442,76.360996,"Rusa"
"Canis aureus Linnaeus, 1758",27.190525,77.514977,"Canis"
"Homo sapiens Linnaeus, 1758",22.53,88.34,"Homo"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Panthera tigris tigris",21.652605,79.345897,"Panthera"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Elephas maximus Linnaeus, 1758",26.652293,89.421997,"Elephas"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Callosciurus pygerythrus (I.Geoffroy Saint-Hilaire, 1833)",26.699722,89.612572,"Callosciurus"
"Bos gaurus C.H.Smith, 1827",26.777925,89.773215,"Bos"
"Ratufa bicolor (Sparrman, 1778)",26.617758,89.771241,"Ratufa"
"Muntiacus Rafinesque, 1815",26.647915,89.521235,"Muntiacus"
"Martes flavigula (Boddaert, 1785)",26.634259,89.520806,"Martes"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Homo sapiens Linnaeus, 1758",22.53,88.34,"Homo"
"Homo sapiens Linnaeus, 1758",22.53,88.34,"Homo"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Homo sapiens Linnaeus, 1758",22.53,88.34,"Homo"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Panthera tigris (Linnaeus, 1758)",NA,NA,"Panthera"
"Canis aureus Linnaeus, 1758",19.150966,72.883129,"Canis"
"Panthera uncia (Schreber, 1775)",33.556577,78.143443,"Panthera"
"Panthera pardus fusca (Meyer, 1794)",19.020915,72.825718,"Panthera"
"Lutra lutra (Linnaeus, 1758)",33.555469,78.128205,"Lutra"
"Felis catus Linnaeus, 1758",22.307159,73.181219,"Felis"
"Panthera tigris tigris",21.647892,79.347248,"Panthera"
"Panthera tigris tigris",21.560442,78.929466,"Panthera"
"Pseudois nayaur (Hodgson, 1833)",30.303058,80.005979,"Pseudois"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Panthera pardus fusca (Meyer, 1794)",11.842179,76.307258,"Panthera"
"Petaurista petaurista (Pallas, 1766)",32.236907,77.165394,"Petaurista"
"Axis axis (Erxleben, 1777)",19.150966,72.883129,"Axis"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Sus scrofa Linnaeus, 1758",26.03,91.57,"Sus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Funambulus palmarum (Linnaeus, 1766)",12.949117,77.586551,"Funambulus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Camelus dromedarius Linnaeus, 1758",28.02,73.31,"Camelus"
"Canis familiaris Linnaeus, 1758",33.913685,77.710153,"Canis"
"Marmota himalayana (Hodgson, 1841)",33.470399,77.741661,"Marmota"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",10.053801,76.829402,"Macaca"
"Marmota himalayana (Hodgson, 1841)",33.470399,77.741661,"Marmota"
"Marmota himalayana (Hodgson, 1841)",33.473263,77.738571,"Marmota"
"Marmota himalayana (Hodgson, 1841)",33.476127,77.731705,"Marmota"
"Trachypithecus phayrei (Blyth, 1847)",24.578479,92.392292,"Trachypithecus"
"Marmota himalayana (Hodgson, 1841)",33.470399,77.741661,"Marmota"
"Felis catus Linnaeus, 1758",33.635203,77.746124,"Felis"
"Elephas maximus Linnaeus, 1758",11.671695,76.065941,"Elephas"
"Bos grunniens Linnaeus, 1766",33.470399,77.741661,"Bos"
"Marmota himalayana (Hodgson, 1841)",33.470399,77.741661,"Marmota"
"Canis familiaris Linnaeus, 1758",33.468681,77.746811,"Canis"
"Nilgiritragus Ropiquet & Hassanin, 2005",10.088924,77.074559,"Nilgiritragus"
"Marmota himalayana (Hodgson, 1841)",33.474981,77.752991,"Marmota"
"Equus kiang Moorcroft, 1841",33.476556,77.728357,"Equus"
"Canis familiaris Linnaeus, 1758",33.470399,77.741661,"Canis"
"Pteropus giganteus (Brünnich, 1782)",12.978366,74.841344,"Pteropus"
"Axis axis (Erxleben, 1777)",11.680204,76.243278,"Axis"
"Elephas maximus indicus Cuvier, 1798",10.18606,77.053123,"Elephas"
"Macaca silenus (Linnaeus, 1758)",10.554533,76.684221,"Macaca"
"Ratufa indica (Erxleben, 1777)",13.67931,79.333061,"Ratufa"
"Gazella bennettii (Sykes, 1831)",19.096785,74.428929,"Gazella"
"Axis axis (Erxleben, 1777)",21.837976,88.885199,"Axis"
"Bos taurus Linnaeus, 1758",34.06441,77.553344,"Bos"
"Elephas maximus indicus Cuvier, 1798",11.955405,76.166995,"Elephas"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",16.972298,73.793482,"Macaca"
"Macaca mulatta (Zimmermann, 1780)",31.104815,77.173403,"Macaca"
"Macaca mulatta (Zimmermann, 1780)",25.944872,80.078123,"Macaca"
"Rattus rattus (Linnaeus, 1758)",24.352674,92.344815,"Rattus"
"Macaca mulatta (Zimmermann, 1780)",22.682229,81.753222,"Macaca"
"Gazella bennettii (Sykes, 1831)",18.990419,74.410948,"Gazella"
"Gazella bennettii (Sykes, 1831)",19.102756,74.431536,"Gazella"
"Callosciurus pygerythrus (I.Geoffroy Saint-Hilaire, 1833)",24.500201,92.295198,"Callosciurus"
"Funambulus palmarum (Linnaeus, 1766)",17.384674,78.402308,"Funambulus"
"Macaca mulatta (Zimmermann, 1780)",28.487974,77.252106,"Macaca"
"Sus scrofa Linnaeus, 1758",26.490407,74.557161,"Sus"
"Antilope cervicapra (Linnaeus, 1758)",12.989609,80.238342,"Antilope"
"Funambulus pennantii Wroughton, 1905",28.516782,77.397952,"Funambulus"
"Callosciurus pygerythrus (I.Geoffroy Saint-Hilaire, 1833)",24.352674,92.344815,"Callosciurus"
"Felis catus Linnaeus, 1758",18.501463,73.900894,"Felis"
"Funambulus palmarum (Linnaeus, 1766)",17.359089,78.300347,"Funambulus"
"Boselaphus tragocamelus (Pallas, 1766)",23.461821,71.287421,"Boselaphus"
"Pteropus giganteus (Brünnich, 1782)",17.359567,78.298916,"Pteropus"
"Rusa unicolor (Kerr, 1792)",20.149168,79.373385,"Rusa"
"Platanista gangetica (Roxburgh, 1801)",25.58,85.25,"Platanista"
"Funambulus pennantii Wroughton, 1905",28.5,77.3,"Funambulus"
"Rousettus leschenaultii (Desmarest, 1820)",17.382537,78.401651,"Rousettus"
"Semnopithecus schistaceus Hodgson, 1840",30.132556,78.329609,"Semnopithecus"
"Pteropus giganteus (Brünnich, 1782)",17.359508,78.298698,"Pteropus"
"Artiodactyla",20.2,79.3,"Artiodactyla"
"Canis lupus pallipes Sykes, 1831",23.510956,71.270286,"Canis"
"Artiodactyla",19.9,79.3,"Artiodactyla"
"Equus hemionus khur Lesson, 1827",23.487572,71.310994,"Equus"
"Gazella bennettii (Sykes, 1831)",18.456814,74.144669,"Gazella"
"Panthera tigris tigris",20.014177,79.344754,"Panthera"
"Trachypithecus phayrei (Blyth, 1847)",24.450753,92.2918,"Trachypithecus"
"Rusa unicolor (Kerr, 1792)",19.892799,79.32579,"Rusa"
"Trachypithecus phayrei (Blyth, 1847)",24.536355,92.328009,"Trachypithecus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",26.482532,74.562738,"Semnopithecus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",19.911419,79.304915,"Semnopithecus"
"Semnopithecus priam Blyth, 1844",10.322423,77.301185,"Semnopithecus"
"Pteropus giganteus (Brünnich, 1782)",18.926173,72.831805,"Pteropus"
"Funambulus pennantii Wroughton, 1905",20.026779,75.177129,"Funambulus"
"Funambulus palmarum (Linnaeus, 1766)",13.089136,80.209562,"Funambulus"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",10.306813,77.205734,"Macaca"
"Sus scrofa Linnaeus, 1758",15.47788,73.838645,"Sus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",15.440112,74.106388,"Semnopithecus"
"Funambulus palmarum (Linnaeus, 1766)",15.553499,73.889254,"Funambulus"
"Equus hemionus Pallas, 1775",23.555802,71.461329,"Equus"
"Macaca radiata (É.Geoffroy Saint-Hilaire, 1812)",15.440112,74.106388,"Macaca"
"Rusa unicolor (Kerr, 1792)",26.114792,76.437242,"Rusa"
"Nycticebus bengalensis (Lacepède, 1800)",24.27723,92.29936,"Nycticebus"
"Funambulus pennantii Wroughton, 1905",28.524699,77.185864,"Funambulus"
"Gazella bennettii (Sykes, 1831)",19.080357,74.428951,"Gazella"
"Antilope cervicapra (Linnaeus, 1758)",27.808943,74.456825,"Antilope"
"Sus scrofa Linnaeus, 1758",26.304923,73.026795,"Sus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",26.017314,76.453161,"Semnopithecus"
"Boselaphus tragocamelus (Pallas, 1766)",23.235605,71.516658,"Boselaphus"
"Macaca leonina (Blyth, 1863)",24.43931,92.345198,"Macaca"
"Felis catus Linnaeus, 1758",13.059537,80.242479,"Felis"
"Pteropus giganteus (Brünnich, 1782)",13.010094,80.266083,"Pteropus"
"Pteropus giganteus (Brünnich, 1782)",10.192959,76.522264,"Pteropus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",15.362683,73.954856,"Semnopithecus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",26.829576,75.866089,"Semnopithecus"
"Funambulus pennantii Wroughton, 1905",27.180058,78.021727,"Funambulus"
"Funambulus pennantii Wroughton, 1905",26.304109,73.024779,"Funambulus"
"Vulpes bengalensis (Shaw, 1800)",23.348663,71.554703,"Vulpes"
"Trachypithecus phayrei (Blyth, 1847)",24.575549,92.375319,"Trachypithecus"
"Funambulus palmarum (Linnaeus, 1766)",15.553499,73.889254,"Funambulus"
"Gazella bennettii (Sykes, 1831)",19.080161,74.429224,"Gazella"
"Ratufa bicolor (Sparrman, 1778)",24.239417,92.390511,"Ratufa"
"Boselaphus tragocamelus (Pallas, 1766)",28.500489,77.281513,"Boselaphus"
"Funambulus palmarum (Linnaeus, 1766)",15.558258,73.888232,"Funambulus"
"Equus hemionus Pallas, 1775",23.203925,71.654129,"Equus"
"Macaca mulatta (Zimmermann, 1780)",27.179804,78.021953,"Macaca"
"Callosciurus erythraeus (Pallas, 1779)",24.425285,92.338627,"Callosciurus"
"Semnopithecus dussumieri I.Geoffroy Saint-Hilaire, 1843",24.627157,72.743306,"Semnopithecus"
"Sus scrofa Linnaeus, 1758",26.304977,73.026788,"Sus"
"Funambulus pennantii Wroughton, 1905",26.296754,73.024,"Funambulus"
"Funambulus pennantii Wroughton, 1905",26.304326,73.019542,"Funambulus"
"Funambulus palmarum (Linnaeus, 1766)",15.359872,73.94186,"Funambulus"
"Ratufa indica (Erxleben, 1777)",15.440112,74.106388,"Ratufa"
"Funambulus pennantii Wroughton, 1905",28.524963,77.186079,"Funambulus"
"Funambulus pennantii Wroughton, 1905",23.319993,71.846137,"Funambulus"
"Nilgiritragus Ropiquet & Hassanin, 2005",10.528081,76.924992,"Nilgiritragus"
"Antilope cervicapra (Linnaeus, 1758)",19.075708,74.428224,"Antilope"
"Funambulus pennantii Wroughton, 1905",26.304237,73.016951,"Funambulus"
"Funambulus pennantii Wroughton, 1905",23.320062,71.846886,"Funambulus"
